path,size,extension
tools/c_coverage/c_coverage_report.py,5987,py
tools/ci/_blis_debian.pc,351,pc
tools/ci/array-api-xfails.txt,1031,txt
tools/ci/cirrus_arm.yml,3593,yml
tools/ci/cirrus_wheels.yml,5801,yml
tools/ci/push_docs_to_repo.py,2596,py
tools/ci/run_32_bit_linux_docker.sh,424,sh
tools/ci/test_all_newsfragments_used.py,443,py
tools/swig/makefile,808,no_extension
tools/swig/readme,4922,no_extension
tools/swig/numpy.i,102856,i
tools/swig/pyfragments.swg,3053,swg
tools/wheels/license_linux.txt,45231,txt
tools/wheels/license_osx.txt,45262,txt
tools/wheels/license_win32.txt,44238,txt
tools/wheels/check_license.py,1361,py
tools/wheels/cibw_before_build.sh,2670,sh
tools/wheels/cibw_test_command.sh,2367,sh
tools/wheels/gfortran_utils.sh,7125,sh
tools/wheels/repair_windows.sh,862,sh
tools/wheels/upload_wheels.sh,1865,sh
branding/logo/logomark/numpylogoicon.png,18663,png
branding/logo/logomark/numpylogoicon.svg,1226,svg
branding/logo/logomark/numpylogoicondark.png,18242,png
branding/logo/logomark/numpylogoiconlight.png,16758,png
branding/logo/primary/numpylogo.png,18911,png
branding/logo/primary/numpylogo.svg,3382,svg
branding/logo/primary/numpylogodark.png,18851,png
branding/logo/primary/numpylogolight.png,17320,png
branding/logo/secondary/numpylogo2.png,21596,png
branding/logo/secondary/numpylogo2.svg,3363,svg
branding/logo/secondary/numpylogo2dark.png,21386,png
branding/logo/secondary/numpylogo2light.png,19579,png
doc/neps/_static/casting_flow.svg,102158,svg
doc/neps/_static/dtype_hierarchy.svg,38071,svg
doc/neps/_static/nep-0000.png,12925,png
doc/neps/_static/nep-0040_dtype-hierarchy.png,18746,png
doc/neps/_static/nep-0041-mindmap.svg,156004,svg
doc/neps/_static/nep-0041-type-sketch-no-fonts.svg,142337,svg
doc/neps/_static/nep-0041-type-sketch.svg,26681,svg
doc/neps/_static/nep-0047-casting-rules-lattice.png,65646,png
doc/neps/_static/nep-0047-library-dependencies.png,68120,png
doc/neps/_static/nep-0047-scope-of-array-api.png,85530,png
doc/neps/_static/nep-0050-promotion-no-fonts.svg,265093,svg
doc/neps/_static/nep-0050-promotion.svg,36892,svg
doc/neps/_static/nep-0055-arena-string-memory-layout.svg,116066,svg
doc/neps/_static/nep-0055-heap-string-memory-layout.svg,117455,svg
doc/neps/_static/nep-0055-short-string-memory-layout.svg,81325,svg
doc/neps/_static/nep0013_image1.png,18653,png
doc/neps/_static/nep0013_image2.png,6313,png
doc/neps/_static/nep0013_image3.png,11704,png
doc/neps/_static/nep43-sketch-with-text.svg,59357,svg
doc/neps/_static/nep43-sketch.svg,403087,svg
doc/neps/tools/build_index.py,4257,py
doc/release/upcoming_changes/26766.change.rst,114,rst
doc/release/upcoming_changes/27088.change.rst,143,rst
doc/release/upcoming_changes/27119.performance.rst,245,rst
doc/release/upcoming_changes/27147.performance.rst,409,rst
doc/release/upcoming_changes/27156.change.rst,479,rst
doc/release/upcoming_changes/27160.expired.rst,147,rst
doc/release/upcoming_changes/27334.change.rst,381,rst
doc/release/upcoming_changes/27420.new_feature.rst,86,rst
doc/release/upcoming_changes/27661.compatibility.rst,297,rst
doc/release/upcoming_changes/readme.rst,2671,rst
doc/release/upcoming_changes/template.rst,823,rst
doc/source/_static/.gitignore,120,gitignore
doc/source/_static/numpy.css,1734,css
doc/source/_static/numpylogo.svg,7662,svg
doc/source/_static/numpylogo_dark.svg,7662,svg
doc/source/_static/scipy-mathjax,0,no_extension
doc/source/_templates/searchbox.html,797,html
doc/source/building/blas_lapack.rst,5058,rst
doc/source/building/compilers_and_options.rst,3317,rst
doc/source/building/cross_compilation.rst,1989,rst
doc/source/building/distutils_equivalents.rst,1331,rst
doc/source/building/index.rst,15583,rst
doc/source/building/introspecting_a_build.rst,1031,rst
doc/source/building/redistributable_binaries.rst,1258,rst
doc/source/building/understanding_meson.rst,4525,rst
doc/source/dev/alignment.rst,5529,rst
doc/source/dev/depending_on_numpy.rst,11679,rst
doc/source/dev/development_advanced_debugging.rst,8410,rst
doc/source/dev/development_environment.rst,13797,rst
doc/source/dev/development_workflow.rst,20890,rst
doc/source/dev/howto-docs.rst,17167,rst
doc/source/dev/howto_build_docs.rst,4073,rst
doc/source/dev/index.rst,9970,rst
doc/source/dev/internals.code-explanations.rst,31073,rst
doc/source/dev/internals.rst,10017,rst
doc/source/dev/pull_button.png,12893,png
doc/source/dev/releasing.rst,516,rst
doc/source/dev/reviewer_guidelines.rst,10322,rst
doc/source/dev/underthehood.rst,411,rst
doc/source/f2py/f2py-examples.rst,8559,rst
doc/source/f2py/f2py-reference.rst,222,rst
doc/source/f2py/f2py-testing.rst,3460,rst
doc/source/f2py/f2py-user.rst,128,rst
doc/source/f2py/f2py.getting-started.rst,10838,rst
doc/source/f2py/index.rst,2402,rst
doc/source/f2py/python-usage.rst,12434,rst
doc/source/f2py/signature-file.rst,25209,rst
doc/source/f2py/usage.rst,11766,rst
doc/source/reference/alignment.rst,174,rst
doc/source/reference/array_api.rst,3055,rst
doc/source/reference/arrays.classes.rst,27398,rst
doc/source/reference/arrays.datetime.rst,18491,rst
doc/source/reference/arrays.dtypes.rst,21746,rst
doc/source/reference/arrays.interface.rst,15161,rst
doc/source/reference/arrays.ndarray.rst,17749,rst
doc/source/reference/arrays.nditer.cython.rst,5281,rst
doc/source/reference/arrays.nditer.rst,25755,rst
doc/source/reference/arrays.promotion.rst,11657,rst
doc/source/reference/arrays.rst,1591,rst
doc/source/reference/arrays.scalars.rst,15252,rst
doc/source/reference/constants.rst,3294,rst
doc/source/reference/distutils.rst,7053,rst
doc/source/reference/distutils_guide.rst,294,rst
doc/source/reference/distutils_status_migration.rst,5719,rst
doc/source/reference/global_state.rst,2607,rst
doc/source/reference/index.rst,1172,rst
doc/source/reference/internals.code-explanations.rst,224,rst
doc/source/reference/internals.rst,174,rst
doc/source/reference/maskedarray.baseclass.rst,8542,rst
doc/source/reference/maskedarray.generic.rst,16245,rst
doc/source/reference/maskedarray.rst,375,rst
doc/source/reference/module_structure.rst,2981,rst
doc/source/reference/routines.array-creation.rst,1531,rst
doc/source/reference/routines.array-manipulation.rst,1666,rst
doc/source/reference/routines.bitwise.rst,496,rst
doc/source/reference/routines.char.rst,1808,rst
doc/source/reference/routines.ctypeslib.rst,628,rst
doc/source/reference/routines.datetime.rst,367,rst
doc/source/reference/routines.dtype.rst,626,rst
doc/source/reference/routines.dtypes.rst,1305,rst
doc/source/reference/routines.emath.rst,296,rst
doc/source/reference/routines.err.rst,260,rst
doc/source/reference/routines.exceptions.rst,58,rst
doc/source/reference/routines.fft.rst,44,rst
doc/source/reference/routines.functional.rst,194,rst
doc/source/reference/routines.indexing.rst,959,rst
doc/source/reference/routines.io.rst,1341,rst
doc/source/reference/routines.lib.rst,442,rst
doc/source/reference/routines.linalg.rst,4645,rst
doc/source/reference/routines.logic.rst,822,rst
doc/source/reference/routines.ma.rst,6135,rst
doc/source/reference/routines.math.rst,2224,rst
doc/source/reference/routines.matlib.rst,661,rst
doc/source/reference/routines.other.rst,540,rst
doc/source/reference/routines.polynomials-package.rst,297,rst
doc/source/reference/routines.polynomials.chebyshev.rst,109,rst
doc/source/reference/routines.polynomials.classes.rst,12516,rst
doc/source/reference/routines.polynomials.hermite.rst,107,rst
doc/source/reference/routines.polynomials.hermite_e.rst,134,rst
doc/source/reference/routines.polynomials.laguerre.rst,108,rst
doc/source/reference/routines.polynomials.legendre.rst,133,rst
doc/source/reference/routines.polynomials.poly1d.rst,397,rst
doc/source/reference/routines.polynomials.polynomial.rst,110,rst
doc/source/reference/routines.polynomials.polyutils.rst,64,rst
doc/source/reference/routines.polynomials.rst,7509,rst
doc/source/reference/routines.rec.rst,1311,rst
doc/source/reference/routines.rst,1458,rst
doc/source/reference/routines.set.rst,357,rst
doc/source/reference/routines.sort.rst,503,rst
doc/source/reference/routines.statistics.rst,628,rst
doc/source/reference/routines.strings.rst,1628,rst
doc/source/reference/routines.testing.rst,1972,rst
doc/source/reference/routines.version.rst,908,rst
doc/source/reference/routines.window.rst,192,rst
doc/source/reference/security.rst,3181,rst
doc/source/reference/swig.interface-file.rst,38491,rst
doc/source/reference/swig.rst,147,rst
doc/source/reference/swig.testing.rst,6468,rst
doc/source/reference/testing.rst,111,rst
doc/source/reference/thread_safety.rst,2510,rst
doc/source/reference/typing.rst,41,rst
doc/source/reference/ufuncs.rst,13268,rst
doc/source/release/1.10.0-notes.rst,20647,rst
doc/source/release/1.10.1-notes.rst,1682,rst
doc/source/release/1.10.2-notes.rst,7925,rst
doc/source/release/1.10.3-notes.rst,154,rst
doc/source/release/1.10.4-notes.rst,1623,rst
doc/source/release/1.11.0-notes.rst,17930,rst
doc/source/release/1.11.1-notes.rst,1652,rst
doc/source/release/1.11.2-notes.rst,2137,rst
doc/source/release/1.11.3-notes.rst,819,rst
doc/source/release/1.12.0-notes.rst,22202,rst
doc/source/release/1.12.1-notes.rst,1148,rst
doc/source/release/1.13.0-notes.rst,25552,rst
doc/source/release/1.13.1-notes.rst,2321,rst
doc/source/release/1.13.2-notes.rst,2242,rst
doc/source/release/1.13.3-notes.rst,2558,rst
doc/source/release/1.14.0-notes.rst,32078,rst
doc/source/release/1.14.1-notes.rst,6046,rst
doc/source/release/1.14.2-notes.rst,1710,rst
doc/source/release/1.14.3-notes.rst,1907,rst
doc/source/release/1.14.4-notes.rst,3003,rst
doc/source/release/1.14.5-notes.rst,1006,rst
doc/source/release/1.14.6-notes.rst,1210,rst
doc/source/release/1.15.0-notes.rst,24315,rst
doc/source/release/1.15.1-notes.rst,4109,rst
doc/source/release/1.15.2-notes.rst,1749,rst
doc/source/release/1.15.3-notes.rst,2277,rst
doc/source/release/1.15.4-notes.rst,1423,rst
doc/source/release/1.16.0-notes.rst,25186,rst
doc/source/release/1.16.1-notes.rst,3955,rst
doc/source/release/1.16.2-notes.rst,2678,rst
doc/source/release/1.16.3-notes.rst,1614,rst
doc/source/release/1.16.4-notes.rst,4544,rst
doc/source/release/1.16.5-notes.rst,3623,rst
doc/source/release/1.16.6-notes.rst,3660,rst
doc/source/release/1.17.0-notes.rst,26059,rst
doc/source/release/1.17.1-notes.rst,3998,rst
doc/source/release/1.17.2-notes.rst,2033,rst
doc/source/release/1.17.3-notes.rst,2366,rst
doc/source/release/1.17.4-notes.rst,1845,rst
doc/source/release/1.17.5-notes.rst,1802,rst
doc/source/release/1.18.0-notes.rst,17869,rst
doc/source/release/1.18.1-notes.rst,2519,rst
doc/source/release/1.18.2-notes.rst,1493,rst
doc/source/release/1.18.3-notes.rst,1503,rst
doc/source/release/1.18.4-notes.rst,1568,rst
doc/source/release/1.18.5-notes.rst,974,rst
doc/source/release/1.19.0-notes.rst,20751,rst
doc/source/release/1.19.1-notes.rst,3584,rst
doc/source/release/1.19.2-notes.rst,2594,rst
doc/source/release/1.19.3-notes.rst,2036,rst
doc/source/release/1.19.4-notes.rst,1089,rst
doc/source/release/1.19.5-notes.rst,2007,rst
doc/source/release/1.20.0-notes.rst,40648,rst
doc/source/release/1.20.1-notes.rst,2373,rst
doc/source/release/1.20.2-notes.rst,2799,rst
doc/source/release/1.20.3-notes.rst,2290,rst
doc/source/release/1.21.0-notes.rst,23444,rst
doc/source/release/1.21.1-notes.rst,4027,rst
doc/source/release/1.21.2-notes.rst,3142,rst
doc/source/release/1.21.3-notes.rst,1894,rst
doc/source/release/1.21.4-notes.rst,2185,rst
doc/source/release/1.21.5-notes.rst,2068,rst
doc/source/release/1.21.6-notes.rst,377,rst
doc/source/release/1.22.0-notes.rst,19727,rst
doc/source/release/1.22.1-notes.rst,3111,rst
doc/source/release/1.22.2-notes.rst,3420,rst
doc/source/release/1.22.3-notes.rst,2298,rst
doc/source/release/1.22.4-notes.rst,3345,rst
doc/source/release/1.23.0-notes.rst,16589,rst
doc/source/release/1.23.1-notes.rst,1727,rst
doc/source/release/1.23.2-notes.rst,2461,rst
doc/source/release/1.23.3-notes.rst,2586,rst
doc/source/release/1.23.4-notes.rst,2408,rst
doc/source/release/1.23.5-notes.rst,1785,rst
doc/source/release/1.24.0-notes.rst,20900,rst
doc/source/release/1.24.1-notes.rst,2723,rst
doc/source/release/1.24.2-notes.rst,2692,rst
doc/source/release/1.24.3-notes.rst,2697,rst
doc/source/release/1.24.4-notes.rst,1266,rst
doc/source/release/1.25.0-notes.rst,26092,rst
doc/source/release/1.25.1-notes.rst,2232,rst
doc/source/release/1.25.2-notes.rst,2881,rst
doc/source/release/1.26.0-notes.rst,13060,rst
doc/source/release/1.26.1-notes.rst,5945,rst
doc/source/release/1.26.2-notes.rst,3623,rst
doc/source/release/1.26.3-notes.rst,6100,rst
doc/source/release/1.26.4-notes.rst,2858,rst
doc/source/release/1.3.0-notes.rst,10023,rst
doc/source/release/1.4.0-notes.rst,9298,rst
doc/source/release/1.5.0-notes.rst,4617,rst
doc/source/release/1.6.0-notes.rst,5771,rst
doc/source/release/1.6.1-notes.rst,746,rst
doc/source/release/1.6.2-notes.rst,3321,rst
doc/source/release/1.7.0-notes.rst,11491,rst
doc/source/release/1.7.1-notes.rst,1042,rst
doc/source/release/1.7.2-notes.rst,2913,rst
doc/source/release/1.8.0-notes.rst,18032,rst
doc/source/release/1.8.1-notes.rst,4632,rst
doc/source/release/1.8.2-notes.rst,834,rst
doc/source/release/1.9.0-notes.rst,19182,rst
doc/source/release/1.9.1-notes.rst,1719,rst
doc/source/release/1.9.2-notes.rst,1939,rst
doc/source/release/2.0.0-notes.rst,65560,rst
doc/source/release/2.0.1-notes.rst,4015,rst
doc/source/release/2.0.2-notes.rst,2842,rst
doc/source/release/2.1.0-notes.rst,15498,rst
doc/source/release/2.1.1-notes.rst,1798,rst
doc/source/release/2.1.2-notes.rst,2237,rst
doc/source/release/2.2.0-notes.rst,441,rst
doc/source/release/template.rst,452,rst
doc/source/user/absolute_beginners.rst,52214,rst
doc/source/user/basics.broadcasting.rst,11999,rst
doc/source/user/basics.copies.rst,5141,rst
doc/source/user/basics.creation.rst,14133,rst
doc/source/user/basics.dispatch.rst,12453,rst
doc/source/user/basics.indexing.rst,33436,rst
doc/source/user/basics.interoperability.rst,20605,rst
doc/source/user/basics.io.genfromtxt.rst,19355,rst
doc/source/user/basics.io.rst,100,rst
doc/source/user/basics.rec.rst,28906,rst
doc/source/user/basics.rst,414,rst
doc/source/user/basics.strings.rst,9445,rst
doc/source/user/basics.subclassing.rst,29968,rst
doc/source/user/basics.types.rst,15196,rst
doc/source/user/basics.ufuncs.rst,13103,rst
doc/source/user/broadcasting_1.png,15820,png
doc/source/user/broadcasting_1.svg,43789,svg
doc/source/user/broadcasting_2.png,30519,png
doc/source/user/broadcasting_2.svg,88069,svg
doc/source/user/broadcasting_3.png,27897,png
doc/source/user/broadcasting_3.svg,46034,svg
doc/source/user/broadcasting_4.png,35777,png
doc/source/user/broadcasting_4.svg,89220,svg
doc/source/user/broadcasting_5.png,45481,png
doc/source/user/broadcasting_5.svg,32235,svg
doc/source/user/byteswapping.rst,5559,rst
doc/source/user/c-info.beyond-basics.rst,23551,rst
doc/source/user/c-info.how-to-extend.rst,28179,rst
doc/source/user/c-info.python-as-glue.rst,37366,rst
doc/source/user/c-info.rst,167,rst
doc/source/user/c-info.ufunc-tutorial.rst,30712,rst
doc/source/user/conftest.py,118,py
doc/source/user/how-to-how-to.rst,4783,rst
doc/source/user/how-to-index.rst,14326,rst
doc/source/user/how-to-io.rst,10757,rst
doc/source/user/how-to-partition.rst,7919,rst
doc/source/user/how-to-verify-bug.rst,5863,rst
doc/source/user/howtos_index.rst,383,rst
doc/source/user/index.rst,1115,rst
doc/source/user/install.rst,115,rst
doc/source/user/misc.rst,5633,rst
doc/source/user/numpy-for-matlab-users.rst,27640,rst
doc/source/user/quickstart.rst,41542,rst
doc/source/user/theory.broadcasting.rst,420,rst
doc/source/user/troubleshooting-importerror.rst,10697,rst
doc/source/user/whatisnumpy.rst,5755,rst
numpy/_build_utils/tempita/license.txt,1072,txt
numpy/_build_utils/tempita/__init__.py,152,py
numpy/_build_utils/tempita/_looper.py,4011,py
numpy/_build_utils/tempita/_tempita.py,37224,py
numpy/_core/code_generators/__init__.py,0,py
numpy/_core/code_generators/cversions.txt,3138,txt
numpy/_core/code_generators/genapi.py,19426,py
numpy/_core/code_generators/generate_numpy_api.py,9686,py
numpy/_core/code_generators/generate_ufunc_api.py,5452,py
numpy/_core/code_generators/generate_umath.py,52760,py
numpy/_core/code_generators/generate_umath_doc.py,1512,py
numpy/_core/code_generators/numpy_api.py,23605,py
numpy/_core/code_generators/ufunc_docstrings.py,136582,py
numpy/_core/code_generators/verify_c_api_version.py,2062,py
numpy/_core/include/meson.build,959,build
numpy/_core/src/dummymodule.c,725,c
numpy/_core/src/highway,0,no_extension
numpy/_core/tests/_locales.py,2176,py
numpy/_core/tests/_natype.py,6259,py
numpy/_core/tests/test__exceptions.py,2881,py
numpy/_core/tests/test_abc.py,2221,py
numpy/_core/tests/test_api.py,22930,py
numpy/_core/tests/test_argparse.py,2824,py
numpy/_core/tests/test_array_api_info.py,3062,py
numpy/_core/tests/test_array_coercion.py,34853,py
numpy/_core/tests/test_array_interface.py,7767,py
numpy/_core/tests/test_arraymethod.py,3253,py
numpy/_core/tests/test_arrayobject.py,790,py
numpy/_core/tests/test_arrayprint.py,47948,py
numpy/_core/tests/test_casting_floatingpoint_errors.py,5074,py
numpy/_core/tests/test_casting_unittests.py,34308,py
numpy/_core/tests/test_conversion_utils.py,6605,py
numpy/_core/tests/test_cpu_dispatcher.py,1552,py
numpy/_core/tests/test_cpu_features.py,15316,py
numpy/_core/tests/test_custom_dtypes.py,11623,py
numpy/_core/tests/test_cython.py,8462,py
numpy/_core/tests/test_datetime.py,117386,py
numpy/_core/tests/test_defchararray.py,30601,py
numpy/_core/tests/test_deprecations.py,28172,py
numpy/_core/tests/test_dlpack.py,5475,py
numpy/_core/tests/test_dtype.py,77402,py
numpy/_core/tests/test_einsum.py,52890,py
numpy/_core/tests/test_errstate.py,4634,py
numpy/_core/tests/test_extint128.py,5644,py
numpy/_core/tests/test_function_base.py,17095,py
numpy/_core/tests/test_getlimits.py,6977,py
numpy/_core/tests/test_half.py,24313,py
numpy/_core/tests/test_hashtable.py,1147,py
numpy/_core/tests/test_indexerrors.py,4734,py
numpy/_core/tests/test_indexing.py,55053,py
numpy/_core/tests/test_item_selection.py,6458,py
numpy/_core/tests/test_limited_api.py,3304,py
numpy/_core/tests/test_longdouble.py,13890,py
numpy/_core/tests/test_machar.py,1069,py
numpy/_core/tests/test_mem_overlap.py,29138,py
numpy/_core/tests/test_mem_policy.py,16660,py
numpy/_core/tests/test_memmap.py,7739,py
numpy/_core/tests/test_multiarray.py,391008,py
numpy/_core/tests/test_multithreading.py,3552,py
numpy/_core/tests/test_nditer.py,131186,py
numpy/_core/tests/test_nep50_promotions.py,9486,py
numpy/_core/tests/test_numeric.py,158490,py
numpy/_core/tests/test_numerictypes.py,23292,py
numpy/_core/tests/test_overrides.py,25685,py
numpy/_core/tests/test_print.py,6836,py
numpy/_core/tests/test_protocols.py,1189,py
numpy/_core/tests/test_records.py,20534,py
numpy/_core/tests/test_regression.py,95042,py
numpy/_core/tests/test_scalar_ctors.py,6719,py
numpy/_core/tests/test_scalar_methods.py,8182,py
numpy/_core/tests/test_scalarbuffer.py,5582,py
numpy/_core/tests/test_scalarinherit.py,2588,py
numpy/_core/tests/test_scalarmath.py,46631,py
numpy/_core/tests/test_scalarprint.py,18788,py
numpy/_core/tests/test_shape_base.py,30982,py
numpy/_core/tests/test_simd.py,48650,py
numpy/_core/tests/test_simd_module.py,3903,py
numpy/_core/tests/test_stringdtype.py,53205,py
numpy/_core/tests/test_strings.py,48667,py
numpy/_core/tests/test_ufunc.py,131382,py
numpy/_core/tests/test_umath.py,192266,py
numpy/_core/tests/test_umath_accuracy.py,5472,py
numpy/_core/tests/test_umath_complex.py,23290,py
numpy/_core/tests/test_unicode.py,12854,py
numpy/_pyinstaller/tests/__init__.py,329,py
numpy/_pyinstaller/tests/pyinstaller-smoke.py,1143,py
numpy/_pyinstaller/tests/test_pyinstaller.py,1135,py
numpy/compat/tests/__init__.py,0,py
numpy/distutils/checks/cpu_asimd.c,818,c
numpy/distutils/checks/cpu_asimddp.c,432,c
numpy/distutils/checks/cpu_asimdfhm.c,529,c
numpy/distutils/checks/cpu_asimdhp.c,379,c
numpy/distutils/checks/cpu_avx.c,779,c
numpy/distutils/checks/cpu_avx2.c,749,c
numpy/distutils/checks/cpu_avx512_clx.c,842,c
numpy/distutils/checks/cpu_avx512_cnl.c,948,c
numpy/distutils/checks/cpu_avx512_icl.c,1004,c
numpy/distutils/checks/cpu_avx512_knl.c,959,c
numpy/distutils/checks/cpu_avx512_knm.c,1132,c
numpy/distutils/checks/cpu_avx512_skx.c,1010,c
numpy/distutils/checks/cpu_avx512_spr.c,904,c
numpy/distutils/checks/cpu_avx512cd.c,759,c
numpy/distutils/checks/cpu_avx512f.c,755,c
numpy/distutils/checks/cpu_f16c.c,868,c
numpy/distutils/checks/cpu_fma3.c,817,c
numpy/distutils/checks/cpu_fma4.c,301,c
numpy/distutils/checks/cpu_neon.c,600,c
numpy/distutils/checks/cpu_neon_fp16.c,251,c
numpy/distutils/checks/cpu_neon_vfpv4.c,609,c
numpy/distutils/checks/cpu_popcnt.c,1049,c
numpy/distutils/checks/cpu_rvv.c,300,c
numpy/distutils/checks/cpu_sse.c,686,c
numpy/distutils/checks/cpu_sse2.c,697,c
numpy/distutils/checks/cpu_sse3.c,689,c
numpy/distutils/checks/cpu_sse41.c,675,c
numpy/distutils/checks/cpu_sse42.c,692,c
numpy/distutils/checks/cpu_ssse3.c,705,c
numpy/distutils/checks/cpu_sve.c,287,c
numpy/distutils/checks/cpu_vsx.c,478,c
numpy/distutils/checks/cpu_vsx2.c,263,c
numpy/distutils/checks/cpu_vsx3.c,250,c
numpy/distutils/checks/cpu_vsx4.c,305,c
numpy/distutils/checks/cpu_vx.c,461,c
numpy/distutils/checks/cpu_vxe.c,788,c
numpy/distutils/checks/cpu_vxe2.c,624,c
numpy/distutils/checks/cpu_xop.c,234,c
numpy/distutils/checks/extra_avx512bw_mask.c,636,c
numpy/distutils/checks/extra_avx512dq_mask.c,504,c
numpy/distutils/checks/extra_avx512f_reduce.c,1595,c
numpy/distutils/checks/extra_vsx3_half_double.c,354,c
numpy/distutils/checks/extra_vsx4_mma.c,499,c
numpy/distutils/checks/extra_vsx_asm.c,945,c
numpy/distutils/checks/test_flags.c,16,c
numpy/distutils/command/__init__.py,1032,py
numpy/distutils/command/autodist.py,3718,py
numpy/distutils/command/bdist_rpm.py,709,py
numpy/distutils/command/build.py,2613,py
numpy/distutils/command/build_clib.py,19317,py
numpy/distutils/command/build_ext.py,32983,py
numpy/distutils/command/build_py.py,1144,py
numpy/distutils/command/build_scripts.py,1665,py
numpy/distutils/command/build_src.py,31178,py
numpy/distutils/command/config.py,20670,py
numpy/distutils/command/config_compiler.py,4371,py
numpy/distutils/command/develop.py,575,py
numpy/distutils/command/egg_info.py,921,py
numpy/distutils/command/install.py,3073,py
numpy/distutils/command/install_clib.py,1399,py
numpy/distutils/command/install_data.py,848,py
numpy/distutils/command/install_headers.py,920,py
numpy/distutils/command/sdist.py,733,py
numpy/distutils/fcompiler/__init__.py,40625,py
numpy/distutils/fcompiler/absoft.py,5516,py
numpy/distutils/fcompiler/arm.py,2090,py
numpy/distutils/fcompiler/compaq.py,3903,py
numpy/distutils/fcompiler/environment.py,3080,py
numpy/distutils/fcompiler/fujitsu.py,1333,py
numpy/distutils/fcompiler/g95.py,1330,py
numpy/distutils/fcompiler/gnu.py,20502,py
numpy/distutils/fcompiler/hpux.py,1353,py
numpy/distutils/fcompiler/ibm.py,3534,py
numpy/distutils/fcompiler/intel.py,6570,py
numpy/distutils/fcompiler/lahey.py,1327,py
numpy/distutils/fcompiler/mips.py,1714,py
numpy/distutils/fcompiler/nag.py,2777,py
numpy/distutils/fcompiler/none.py,758,py
numpy/distutils/fcompiler/nv.py,1541,py
numpy/distutils/fcompiler/pathf95.py,1061,py
numpy/distutils/fcompiler/pg.py,3568,py
numpy/distutils/fcompiler/sun.py,1577,py
numpy/distutils/fcompiler/vast.py,1667,py
numpy/distutils/mingw/gfortran_vs2003_hack.c,77,c
numpy/distutils/tests/__init__.py,0,py
numpy/distutils/tests/test_build_ext.py,2779,py
numpy/distutils/tests/test_ccompiler_opt.py,28778,py
numpy/distutils/tests/test_ccompiler_opt_conf.py,6347,py
numpy/distutils/tests/test_exec_command.py,7395,py
numpy/distutils/tests/test_fcompiler.py,1277,py
numpy/distutils/tests/test_fcompiler_gnu.py,2136,py
numpy/distutils/tests/test_fcompiler_intel.py,1058,py
numpy/distutils/tests/test_fcompiler_nagfor.py,1102,py
numpy/distutils/tests/test_from_template.py,1103,py
numpy/distutils/tests/test_log.py,868,py
numpy/distutils/tests/test_mingw32ccompiler.py,1609,py
numpy/distutils/tests/test_misc_util.py,3364,py
numpy/distutils/tests/test_npy_pkg_config.py,2557,py
numpy/distutils/tests/test_shell_utils.py,2114,py
numpy/distutils/tests/test_system_info.py,11405,py
numpy/distutils/tests/utilities.py,2287,py
numpy/f2py/_backends/__init__.py,299,py
numpy/f2py/_backends/_backend.py,1187,py
numpy/f2py/_backends/_distutils.py,2384,py
numpy/f2py/_backends/_meson.py,8089,py
numpy/f2py/_backends/meson.build.template,1599,template
numpy/f2py/src/fortranobject.c,46049,c
numpy/f2py/src/fortranobject.h,5823,h
numpy/f2py/tests/__init__.py,328,py
numpy/f2py/tests/test_abstract_interface.py,809,py
numpy/f2py/tests/test_array_from_pyobj.py,23702,py
numpy/f2py/tests/test_assumed_shape.py,1466,py
numpy/f2py/tests/test_block_docstring.py,582,py
numpy/f2py/tests/test_callback.py,6536,py
numpy/f2py/tests/test_character.py,21905,py
numpy/f2py/tests/test_common.py,641,py
numpy/f2py/tests/test_crackfortran.py,15855,py
numpy/f2py/tests/test_data.py,2888,py
numpy/f2py/tests/test_docs.py,1850,py
numpy/f2py/tests/test_f2cmap.py,385,py
numpy/f2py/tests/test_f2py2e.py,27868,py
numpy/f2py/tests/test_isoc.py,1428,py
numpy/f2py/tests/test_kind.py,1783,py
numpy/f2py/tests/test_mixed.py,860,py
numpy/f2py/tests/test_modules.py,2299,py
numpy/f2py/tests/test_parameter.py,4623,py
numpy/f2py/tests/test_pyf_src.py,1135,py
numpy/f2py/tests/test_quoted_character.py,476,py
numpy/f2py/tests/test_regression.py,4737,py
numpy/f2py/tests/test_return_character.py,1511,py
numpy/f2py/tests/test_return_complex.py,2415,py
numpy/f2py/tests/test_return_integer.py,1776,py
numpy/f2py/tests/test_return_logical.py,2017,py
numpy/f2py/tests/test_return_real.py,3253,py
numpy/f2py/tests/test_semicolon_split.py,1653,py
numpy/f2py/tests/test_size.py,1154,py
numpy/f2py/tests/test_string.py,2936,py
numpy/f2py/tests/test_symbolic.py,18341,py
numpy/f2py/tests/test_value_attrspec.py,329,py
numpy/f2py/tests/util.py,12191,py
numpy/fft/tests/__init__.py,0,py
numpy/fft/tests/test_helper.py,6149,py
numpy/fft/tests/test_pocketfft.py,24410,py
numpy/lib/tests/__init__.py,0,py
numpy/lib/tests/test__datasource.py,10571,py
numpy/lib/tests/test__iotools.py,13744,py
numpy/lib/tests/test__version.py,1999,py
numpy/lib/tests/test_array_utils.py,1119,py
numpy/lib/tests/test_arraypad.py,56064,py
numpy/lib/tests/test_arraysetops.py,38023,py
numpy/lib/tests/test_arrayterator.py,1291,py
numpy/lib/tests/test_format.py,40939,py
numpy/lib/tests/test_function_base.py,167187,py
numpy/lib/tests/test_histograms.py,33694,py
